Time (CAT);Open;High;Low;Close;Volume 
2018-01-03 00:00:00;112,277;112,608;112,17;112,503;105857,56
2018-01-04 00:00:00;112,501;112,864;112,455;112,743;122481,75
2018-01-05 00:00:00;112,743;113,308;112,715;113,027;123804,51
2018-01-08 00:00:00;113,131;113,386;112,881;113,09;90251,4
2018-01-09 00:00:00;113,092;113,179;112,365;112,638;138573,14
2018-01-10 00:00:00;112,634;112,784;111,269;111,436;157486,74
2018-01-11 00:00:00;111,436;111,875;111,044;111,255;154433,23
2018-01-12 00:00:00;111,245;111,694;110,913;111,018;163544,54
2018-01-15 00:00:00;111,076;111,183;110,327;110,525;143144,03
2018-01-16 00:00:00;110,525;110,981;110,246;110,448;160889,36
2018-01-17 00:00:00;110,438;111,344;110,191;111,289;180022,34
2018-01-18 00:00:00;111,263;111,482;110,691;111,091;162765,18
2018-01-19 00:00:00;111,091;111,129;110,491;110,817;163681,79
2018-01-22 00:00:00;110,576;111,223;110,501;110,917;144483,57
2018-01-23 00:00:00;110,913;111,175;110,252;110,297;169063,22
2018-01-24 00:00:00;110,295;110,338;108,966;109,22;197423,18
2018-01-25 00:00:00;109,214;109,7;108,499;109,402;242996,62
2018-01-26 00:00:00;109,401;109,771;108,283;108,606;240980,24
2018-01-29 00:00:00;108,699;109,202;108,51;108,953;197627,29
2018-01-30 00:00:00;108,953;109,202;108,412;108,769;218495,33
2018-01-31 00:00:00;108,77;109,444;108,596;109,188;212665,99
2018-02-01 00:00:00;109,187;109,749;109,094;109,402;200057,13
2018-02-02 00:00:00;109,397;110,482;109,28;110,137;231515,87
2018-02-05 00:00:00;110,195;110,289;108,99;109,058;257685,52
2018-02-06 00:00:00;109,08;109,651;108,455;109,55;359093,49
2018-02-07 00:00:00;109,551;109,71;108,919;109,314;248887,8
2018-02-08 00:00:00;109,312;109,782;108,58;108,732;290155,34
2018-02-09 00:00:00;108,731;109,309;108,045;108,782;321726,97
2018-02-12 00:00:00;108,857;108,889;108,436;108,645;194753,14
2018-02-13 00:00:00;108,643;108,779;107,409;107,823;214120,48
2018-02-14 00:00:00;107,816;107,901;106,722;107,004;250359,42
2018-02-15 00:00:00;107,001;107,014;106,035;106,117;234745,06
2018-02-16 00:00:00;106,117;106,398;105,55;106,206;218667,03
2018-02-19 00:00:00;106,316;106,728;106,095;106,586;139533,53
2018-02-20 00:00:00;106,582;107,376;106,556;107,324;172020,77
2018-02-21 00:00:00;107,324;107,902;107,275;107,772;196215,05
2018-02-22 00:00:00;107,772;107,774;106,595;106,753;251927,64
2018-02-23 00:00:00;106,748;107,132;106,512;106,866;148620,04
2018-02-26 00:00:00;107,181;107,181;106,375;106,923;168324,31
2018-02-27 00:00:00;106,906;107,674;106,785;107,328;172496,49
2018-02-28 00:00:00;107,325;107,526;106,565;106,672;167755,82
2018-03-01 00:00:00;106,663;107,202;106,163;106,232;222017,99
2018-03-02 00:00:00;106,232;106,293;105,25;105,718;208758,43
2018-03-05 00:00:00;105,48;106,237;105,349;106,198;196885,79
2018-03-06 00:00:00;106,198;106,461;105,852;106,123;183074,87
2018-03-07 00:00:00;106,125;106,225;105,454;106,066;215568,81
2018-03-08 00:00:00;106,065;106,313;105,891;106,216;165658,35
2018-03-09 00:00:00;106,2;107,049;106,157;106,806;206477,12
2018-03-11 23:00:00;106,68;106,972;106,313;106,411;174559,76
2018-03-12 23:00:00;106,413;107,291;106,252;106,569;185230,15
2018-03-13 23:00:00;106,564;106,748;106,065;106,319;170063,2
2018-03-14 23:00:00;106,317;106,412;105,784;106,333;159133,36
2018-03-15 23:00:00;106,334;106,376;105,602;105,98;143987,05
2018-03-18 23:00:00;105,91;106,307;105,678;106,091;168667,73
2018-03-19 23:00:00;106,088;106,604;105,929;106,532;173311,54
2018-03-20 23:00:00;106,532;106,639;105,88;106,048;148369,51
2018-03-21 23:00:00;106,046;106,084;105,26;105,275;236762,27
2018-03-22 23:00:00;105,274;105,408;104,639;104,721;255163,71
2018-03-25 23:00:00;104,639;105,48;104,63;105,4;188051,63
2018-03-26 23:00:00;105,394;105,903;105,324;105,332;220454,19
2018-03-27 23:00:00;105,327;107,009;105,325;106,845;231819,16
2018-03-28 23:00:00;106,846;106,932;106,268;106,426;175629,37
2018-03-29 23:00:00;106,431;106,534;106,122;106,249;110025,92
2018-04-01 23:00:00;106,167;106,448;105,657;105,878;133835,86
2018-04-02 23:00:00;105,878;106,655;105,692;106,607;185396,95
2018-04-03 23:00:00;106,606;106,846;105,99;106,773;197000,74
2018-04-04 23:00:00;106,772;107,491;106,71;107,381;232549,52
2018-04-05 23:00:00;107,381;107,46;106,775;106,902;207747,07
2018-04-08 23:00:00;106,931;107,203;106,616;106,752;189693,82
2018-04-09 23:00:00;106,757;107,397;106,618;107,197;182532,44
2018-04-10 23:00:00;107,192;107,25;106,65;106,786;156599,19
2018-04-11 23:00:00;106,785;107,429;106,7;107,317;143194,34
